#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260786.1       -         CD_10                -         hmm        6      111  1019598  1019490      -     -    6 0.51   0.0   27.7   0.00011 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026260795.1       -         CD_8                 -         hmm        9       53   874632   874676      +     -    6 0.27   0.1   24.7   0.00075 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_14, whole genome shotgun sequence
NW_026260811.1       -         CD_8                 -         hmm        7       50     7140     7173      +     -    6 0.41   0.0   16.0       0.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_30, whole genome shotgun sequence
NW_026260785.1       -         CD_8                 -         hmm       36       61    21588    21563      -     -    6 0.54   0.0   14.6         1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
NW_026260795.1       -         CD_8                 -         hmm        9       53   348201   348245      +     -    6 0.29   0.1   13.9       1.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_14, whole genome shotgun sequence
NW_026260838.1       -         CD_8                 -         hmm        9       53    25160    25204      +     -    6 0.27   0.1   13.8       1.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_57, whole genome shotgun sequence
NW_026260810.1       -         CD_8                 -         hmm       38       96   447880   447823      -     -    6 0.45   0.0   13.8       1.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_29, whole genome shotgun sequence
NW_026260792.1       -         CD_8                 -         hmm       22       80   921378   921431      +     -    6 0.41   0.1   13.2       2.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_11, whole genome shotgun sequence
NW_026260804.1       -         CD_8                 -         hmm       27      101   411425   411351      -     -    6 0.44   0.1   13.0       3.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_23, whole genome shotgun sequence
NW_026261139.1       -         CD_8                 -         hmm       30       67      424      461      +     -    6 0.50   0.0   12.8       3.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026260823.1       -         CD_8                 -         hmm       31       88   295116   295166      +     -    6 0.49   0.0   12.8       3.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_42, whole genome shotgun sequence
NW_026261085.1       -         CD_8                 -         hmm       30       58    15860    15888      +     -    6 0.45   0.0   12.2       5.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_304, whole genome shotgun sequence
NW_026260857.1       -         CD_8                 -         hmm       10       59    29731    29791      +     -    6 0.41   0.1   12.0       6.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_76, whole genome shotgun sequence
NW_026261206.1       -         CD_8                 -         hmm       30       56    15210    15184      -     -    6 0.44   0.0   11.8         8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261072.1       -         CD_8                 -         hmm       30       55     4573     4548      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261037.1       -         CD_8                 -         hmm       30       55     1558     1533      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         CD_8                 -         hmm       30       55    11369    11344      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         CD_8                 -         hmm       30       55    21181    21156      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261064.1       -         CD_8                 -         hmm       30       55    13840    13865      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261064.1       -         CD_8                 -         hmm       30       55    23504    23529      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261072.1       -         CD_8                 -         hmm       30       55    14396    14371      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261085.1       -         CD_8                 -         hmm       30       55     3247     3222      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_304, whole genome shotgun sequence
NW_026261098.1       -         CD_8                 -         hmm       30       55     3422     3397      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261098.1       -         CD_8                 -         hmm       30       55    13090    13065      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261103.1       -         CD_8                 -         hmm       30       55    12341    12316      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261104.1       -         CD_8                 -         hmm       30       55     2492     2517      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261104.1       -         CD_8                 -         hmm       30       55    12292    12317      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261113.1       -         CD_8                 -         hmm       30       55     9059     9084      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261113.1       -         CD_8                 -         hmm       30       55    18879    18904      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261121.1       -         CD_8                 -         hmm       30       55     1106     1131      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261121.1       -         CD_8                 -         hmm       30       55    10919    10944      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261126.1       -         CD_8                 -         hmm       30       55     1619     1644      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261126.1       -         CD_8                 -         hmm       30       55    11383    11408      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261139.1       -         CD_8                 -         hmm       30       55    10242    10267      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261142.1       -         CD_8                 -         hmm       30       55      948      973      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261142.1       -         CD_8                 -         hmm       30       55    10735    10760      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261148.1       -         CD_8                 -         hmm       30       55     3924     3949      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261148.1       -         CD_8                 -         hmm       30       55    13739    13764      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261150.1       -         CD_8                 -         hmm       30       55     3438     3413      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261150.1       -         CD_8                 -         hmm       30       55    13065    13040      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261163.1       -         CD_8                 -         hmm       30       55    15417    15442      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261186.1       -         CD_8                 -         hmm       30       55     9984    10009      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_405, whole genome shotgun sequence
NW_026261189.1       -         CD_8                 -         hmm       30       55     6195     6170      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261189.1       -         CD_8                 -         hmm       30       55    16008    15983      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261191.1       -         CD_8                 -         hmm       30       55     9266     9291      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261204.1       -         CD_8                 -         hmm       30       55      458      433      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261204.1       -         CD_8                 -         hmm       30       55    10269    10244      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261206.1       -         CD_8                 -         hmm       30       55     5401     5376      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261207.1       -         CD_8                 -         hmm       30       55     5609     5634      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_426, whole genome shotgun sequence
NW_026261207.1       -         CD_8                 -         hmm       30       55    12505    12530      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_426, whole genome shotgun sequence
NW_026261211.1       -         CD_8                 -         hmm       30       55    13198    13223      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026261216.1       -         CD_8                 -         hmm       30       55     8638     8613      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261225.1       -         CD_8                 -         hmm       30       55     5939     5914      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261229.1       -         CD_8                 -         hmm       30       55     4881     4856      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261232.1       -         CD_8                 -         hmm       30       55     9240     9265      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261234.1       -         CD_8                 -         hmm       30       55     2243     2268      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261234.1       -         CD_8                 -         hmm       30       55    11873    11898      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261239.1       -         CD_8                 -         hmm       30       55     9214     9189      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_458, whole genome shotgun sequence
NW_026261246.1       -         CD_8                 -         hmm       30       55     4685     4710      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261247.1       -         CD_8                 -         hmm       30       55     2683     2658      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261247.1       -         CD_8                 -         hmm       30       55    12505    12480      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261248.1       -         CD_8                 -         hmm       30       55     8686     8661      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_467, whole genome shotgun sequence
NW_026261251.1       -         CD_8                 -         hmm       30       55     1066     1041      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261256.1       -         CD_8                 -         hmm       30       55     3030     3055      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_475, whole genome shotgun sequence
NW_026261260.1       -         CD_8                 -         hmm       30       55     2329     2354      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261269.1       -         CD_8                 -         hmm       30       55     8816     8791      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_488, whole genome shotgun sequence
NW_026261270.1       -         CD_8                 -         hmm       30       55     7107     7132      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261271.1       -         CD_8                 -         hmm       30       55     5244     5269      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261278.1       -         CD_8                 -         hmm       30       55     8454     8479      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261282.1       -         CD_8                 -         hmm       30       55     1753     1778      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_501, whole genome shotgun sequence
NW_026261287.1       -         CD_8                 -         hmm       30       55     7690     7665      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_506, whole genome shotgun sequence
NW_026261290.1       -         CD_8                 -         hmm       30       55     8104     8129      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261291.1       -         CD_8                 -         hmm       30       55     8515     8490      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_510, whole genome shotgun sequence
NW_026261293.1       -         CD_8                 -         hmm       30       55     6829     6804      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_512, whole genome shotgun sequence
NW_026261294.1       -         CD_8                 -         hmm       30       55     5614     5639      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_513, whole genome shotgun sequence
NW_026261295.1       -         CD_8                 -         hmm       30       55     7849     7824      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_514, whole genome shotgun sequence
NW_026261296.1       -         CD_8                 -         hmm       30       55     7658     7633      -     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_515, whole genome shotgun sequence
NW_026261299.1       -         CD_8                 -         hmm       30       55     2801     2826      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_518, whole genome shotgun sequence
NW_026261302.1       -         CD_8                 -         hmm       30       55     6995     7020      +     -    6 0.46   0.0   11.7       8.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_521, whole genome shotgun sequence
NW_026261304.1       -         CD_8                 -         hmm       30       55      306      281      -     -    6 0.46   0.0   11.7       8.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_523, whole genome shotgun sequence
NW_026261211.1       -         CD_8                 -         hmm       30       55     3391     3416      +     -    6 0.46   0.0   11.7       8.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026261064.1       -         CD_8                 -         hmm       30       55     3974     3999      +     -    6 0.46   0.0   11.6       8.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261121.1       -         CD_8                 -         hmm       30       55    20729    20754      +     -    6 0.46   0.0   11.6       8.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261277.1       -         CD_8                 -         hmm       30       54     7711     7735      +     -    6 0.48   0.0   11.6         9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026260839.1       -         CD_8                 -         hmm       30       54    43487    43463      -     -    6 0.48   0.0   11.5       9.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_58, whole genome shotgun sequence
NW_026260800.1       -         CD_9                 -         hmm        7      103   579702   579616      -     -    6 0.38   0.1   31.0   1.7e-05 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_19, whole genome shotgun sequence
NW_026260825.1       -         CD_9                 -         hmm       71       95   209624   209600      -     -    6 0.36   0.0   18.3      0.15 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_44, whole genome shotgun sequence
NW_026260839.1       -         CD_9                 -         hmm       67       95    48344    48316      -     -    6 0.38   0.1   18.3      0.16 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_58, whole genome shotgun sequence
NW_026261211.1       -         CD_9                 -         hmm       58       94     7476     7512      +     -    6 0.49   0.0   15.7         1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026260785.1       -         CD_9                 -         hmm       31       90  1521156  1521096      -     -    6 0.31   0.2   15.6         1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
NW_026260824.1       -         CD_9                 -         hmm       32      103     8813     8879      +     -    6 0.34   0.4   15.4       1.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_43, whole genome shotgun sequence
NW_026261310.1       -         CD_9                 -         hmm       71       94      120      143      +     -    6 0.38   0.0   15.3       1.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_529, whole genome shotgun sequence
NW_026261229.1       -         CD_9                 -         hmm       71       94      774      751      -     -    6 0.38   0.0   15.3       1.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261270.1       -         CD_9                 -         hmm       71       94    11204    11227      +     -    6 0.38   0.0   15.2       1.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261216.1       -         CD_9                 -         hmm       71       94     4512     4489      -     -    6 0.38   0.0   15.2       1.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261037.1       -         CD_9                 -         hmm       71       94     7267     7244      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         CD_9                 -         hmm       71       94    17079    17056      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261064.1       -         CD_9                 -         hmm       71       94     8077     8100      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261064.1       -         CD_9                 -         hmm       71       94    17941    17964      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261072.1       -         CD_9                 -         hmm       71       94      471      448      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261072.1       -         CD_9                 -         hmm       71       94    10295    10272      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261072.1       -         CD_9                 -         hmm       71       94    20118    20095      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261098.1       -         CD_9                 -         hmm       71       94     8989     8966      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261098.1       -         CD_9                 -         hmm       71       94    18800    18777      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261103.1       -         CD_9                 -         hmm       71       94     8238     8215      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261103.1       -         CD_9                 -         hmm       71       94    18059    18036      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261104.1       -         CD_9                 -         hmm       71       94    16392    16415      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261113.1       -         CD_9                 -         hmm       71       94     3349     3372      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261113.1       -         CD_9                 -         hmm       71       94    13161    13184      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261121.1       -         CD_9                 -         hmm       71       94     5209     5232      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261121.1       -         CD_9                 -         hmm       71       94    15021    15044      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261126.1       -         CD_9                 -         hmm       71       94     5720     5743      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261126.1       -         CD_9                 -         hmm       71       94    15484    15507      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261139.1       -         CD_9                 -         hmm       71       94     4531     4554      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261139.1       -         CD_9                 -         hmm       71       94    14343    14366      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261142.1       -         CD_9                 -         hmm       71       94     5061     5084      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261142.1       -         CD_9                 -         hmm       71       94    14839    14862      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261148.1       -         CD_9                 -         hmm       71       94     8029     8052      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261148.1       -         CD_9                 -         hmm       71       94    17842    17865      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261150.1       -         CD_9                 -         hmm       71       94     8964     8941      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261150.1       -         CD_9                 -         hmm       71       94    18591    18568      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261163.1       -         CD_9                 -         hmm       71       94     9745     9768      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261189.1       -         CD_9                 -         hmm       71       94     2093     2070      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261189.1       -         CD_9                 -         hmm       71       94    11905    11882      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261191.1       -         CD_9                 -         hmm       71       94     3740     3763      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261191.1       -         CD_9                 -         hmm       71       94    13367    13390      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261204.1       -         CD_9                 -         hmm       71       94     6167     6144      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261206.1       -         CD_9                 -         hmm       71       94     1300     1277      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261206.1       -         CD_9                 -         hmm       71       94    11110    11087      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261216.1       -         CD_9                 -         hmm       71       94    14349    14326      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261225.1       -         CD_9                 -         hmm       71       94     1839     1816      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261225.1       -         CD_9                 -         hmm       71       94    11649    11626      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
