#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260788.1       -         tRNA                 RF00005    cm        1       71  1018870  1018941      +    no    1 0.60   0.0   66.2   4.3e-13 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_7, whole genome shotgun sequence
NW_026261232.1       -         LSU_rRNA_eukarya     RF02543    cm        1     2241     2266        1      -    3'    3 0.53   9.5 2055.6         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261229.1       -         LSU_rRNA_eukarya     RF02543    cm        1     2147    11814    13987      +    3'    3 0.54   9.3 1932.2         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261103.1       -         LSU_rRNA_eukarya     RF02543    cm        1     2116    19323    21464      +    3'    3 0.54   9.4 1900.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261064.1       -         LSU_rRNA_eukarya     RF02543    cm     1604     3401    24710    22925      -    5'    2 0.52   0.2 1820.4         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261297.1       -         LSU_rRNA_eukarya     RF02543    cm        1     1945     5854     7833      +    3'    3 0.53   6.2 1815.6         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_516, whole genome shotgun sequence
NW_026261113.1       -         LSU_rRNA_eukarya     RF02543    cm        1     2053     2083        1      -    3'    3 0.53   9.0 1785.4         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261186.1       -         LSU_rRNA_eukarya     RF02543    cm       24     1888    12798    10903      -    no    1 0.53   4.4 1723.4         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_405, whole genome shotgun sequence
NW_026260807.1       -         LSU_rRNA_eukarya     RF02543    cm       24     1888     3638     5532      +    no    1 0.53   3.4 1716.1         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_26, whole genome shotgun sequence
NW_026261251.1       -         LSU_rRNA_eukarya     RF02543    cm     1743     3401        1     1645      +    5'    2 0.52   0.2 1704.9         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261098.1       -         LSU_rRNA_eukarya     RF02543    cm        1     1808    20065    21899      +    3'    3 0.53   4.7 1633.7         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261305.1       -         LSU_rRNA_eukarya     RF02543    cm        1     1648     4859     6530      +    3'    3 0.53   5.3 1512.9         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_524, whole genome shotgun sequence
NW_026261277.1       -         LSU_rRNA_eukarya     RF02543    cm        1     1573     1599        1      -    3'    3 0.53   5.4 1464.3         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026261290.1       -         LSU_rRNA_eukarya     RF02543    cm     2131     3401     8784     7525      -    5'    2 0.50   0.0 1410.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261302.1       -         LSU_rRNA_eukarya     RF02543    cm     2129     3401     7677     6416      -    5'    2 0.50   0.0 1405.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_521, whole genome shotgun sequence
NW_026261278.1       -         LSU_rRNA_eukarya     RF02543    cm        1     1479     1506        1      -    3'    3 0.53   3.8 1360.2         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261225.1       -         LSU_rRNA_eukarya     RF02543    cm        1     1265    12913    14203      +    3'    3 0.53   1.0 1095.7  4.9e-298 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261204.1       -         LSU_rRNA_eukarya     RF02543    cm     2354     3401        1     1037      +    5'    2 0.51   0.0 1086.4  1.8e-295 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261277.1       -         LSU_rRNA_eukarya     RF02543    cm     1891     3399     8673     7136      -    no    2 0.47   1.4 1063.5  3.8e-289 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026260839.1       -         LSU_rRNA_eukarya     RF02543    cm     2389     3399    43065    44064      +    no    1 0.48   0.3  994.5  4.2e-270 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_58, whole genome shotgun sequence
NW_026261306.1       -         LSU_rRNA_eukarya     RF02543    cm        1     1166     4816     6008      +    3'    3 0.53   0.2  986.0  9.4e-268 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_525, whole genome shotgun sequence
NW_026261290.1       -         LSU_rRNA_eukarya     RF02543    cm        1     1099     1127        1      -    3'    3 0.53   0.1  900.1  4.8e-244 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261304.1       -         LSU_rRNA_eukarya     RF02543    cm     2509     3401        1      884      +    5'    2 0.51   0.0  836.2    2e-226 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_523, whole genome shotgun sequence
NW_026261207.1       -         LSU_rRNA_eukarya     RF02543    cm     2390     3399     5887     5032      -    no    1 0.51   0.0  747.7  5.1e-202 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_426, whole genome shotgun sequence
NW_026261303.1       -         LSU_rRNA_eukarya     RF02543    cm        1      878      906        1      -    3'    3 0.55   0.4  642.9  4.4e-173 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_522, whole genome shotgun sequence
NW_026261085.1       -         LSU_rRNA_eukarya     RF02543    cm     2395     2999    16276    15680      -    no    1 0.44   0.1  632.5  3.2e-170 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_304, whole genome shotgun sequence
NW_026261121.1       -         LSU_rRNA_eukarya     RF02543    cm     2755     3401    20790    20150      -    5'    2 0.52   0.0  614.7  2.6e-165 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261186.1       -         LSU_rRNA_eukarya     RF02543    cm     1891     2388    10900    10407      -    no    1 0.52   0.0  535.1  2.4e-143 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_405, whole genome shotgun sequence
NW_026261186.1       -         LSU_rRNA_eukarya     RF02543    cm     2412     2824    10383     9976      -    no    1 0.49   0.0  461.3  5.5e-123 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_405, whole genome shotgun sequence
NW_026261260.1       -         LSU_rRNA_eukarya     RF02543    cm     2886     3401    12039    11531      -    5'    2 0.52   0.0  421.7  4.6e-112 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261139.1       -         LSU_rRNA_eukarya     RF02543    cm     2955     3401    19915    19475      -    5'    2 0.54   0.0  325.2     2e-85 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261207.1       -         LSU_rRNA_eukarya     RF02543    cm     2412     2988    12755    12310      -    no    2 0.49   0.0  303.6   1.9e-79 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_426, whole genome shotgun sequence
NW_026260784.1       -         LSU_rRNA_eukarya     RF02543    cm      957     1444  1558568  1558935      +    no    1 0.48   0.0  297.8   7.4e-78 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_3, whole genome shotgun sequence
NW_026261270.1       -         LSU_rRNA_eukarya     RF02543    cm        1      135      135        1      -    3'    3 0.47   0.0  126.7   1.2e-30 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026260784.1       -         LSU_rRNA_eukarya     RF02543    cm     1456     1888  1558948  1559283      +    no    1 0.43   2.7  100.0   2.7e-23 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_3, whole genome shotgun sequence
NW_026260839.1       -         LSU_rRNA_eukarya     RF02543    cm     2198     2321    42881    42997      +    no    1 0.44   0.0   87.7   6.8e-20 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_58, whole genome shotgun sequence
NW_026260784.1       -         LSU_rRNA_eukarya     RF02543    cm     1667     1811  1573027  1573170      +    no    1 0.47   0.0   69.5     7e-15 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_3, whole genome shotgun sequence
NW_026261037.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     6116     7923      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    15928    17735      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261064.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     9228     7421      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261103.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     7087     8894      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261104.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    17543    15736      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261113.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     4500     2693      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261121.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     6360     4553      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261121.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    16172    14365      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261139.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     5682     3875      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261142.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    15990    14183      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261189.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831      942     2749      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261189.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    10754    12561      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261206.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831      149     1956      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261206.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     9959    11766      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261225.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831      688     2495      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261232.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     4681     2874      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261246.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     9938     8131      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261247.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     7254     9061      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261251.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     5627     7434      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261260.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     7582     5775      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261269.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3566     5373      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_488, whole genome shotgun sequence
NW_026261270.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     2550      743      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261271.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    10497     8690      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261290.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3544     1737      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261291.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3264     5071      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_510, whole genome shotgun sequence
NW_026261298.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     2835     4642      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_517, whole genome shotgun sequence
NW_026261302.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     2435      628      -    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_521, whole genome shotgun sequence
NW_026261305.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     2443     4250      +    no    1 0.49   0.1 1816.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_524, whole genome shotgun sequence
NW_026261309.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3264     5070      +    no    1 0.49   0.1 1814.6         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_528, whole genome shotgun sequence
NW_026261126.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     6871     5064      -    no    1 0.49   0.1 1814.3         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261256.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     8283     6475      -    no    1 0.49   0.1 1814.1         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_475, whole genome shotgun sequence
NW_026261098.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    17648    19456      +    no    1 0.49   0.1 1812.5         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261098.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     7837     9645      +    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261126.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    16636    14828      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261139.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    15495    13687      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261150.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     7812     9620      +    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261191.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     4892     3084      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261191.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    14519    12711      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261225.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    10497    12305      +    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261234.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     7497     5689      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261277.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     4016     2208      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026261278.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3925     2117      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261282.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     7006     5198      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_501, whole genome shotgun sequence
NW_026261287.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     2438     4246      +    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_506, whole genome shotgun sequence
NW_026261293.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     1576     3384      +    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_512, whole genome shotgun sequence
NW_026261296.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     2405     4213      +    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_515, whole genome shotgun sequence
NW_026261303.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3325     1517      -    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_522, whole genome shotgun sequence
NW_026261306.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     2399     4207      +    no    1 0.49   0.1 1810.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_525, whole genome shotgun sequence
NW_026261204.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     5015     6823      +    no    1 0.49   0.1 1810.7         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261229.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     9395    11203      +    no    1 0.49   0.1 1810.7         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261239.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3962     5768      +    no    1 0.49   0.1 1809.2         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_458, whole genome shotgun sequence
NW_026261295.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     2594     4405      +    no    1 0.49   0.1 1809.1         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_514, whole genome shotgun sequence
NW_026261113.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    14311    12505      -    no    1 0.49   0.1 1808.4         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261064.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    19094    17285      -    no    1 0.49   0.1 1806.7         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261072.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    18968    20774      +    no    1 0.49   0.1 1806.3         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261148.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    18993    17186      -    no    1 0.49   0.2 1802.4         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261248.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3432     5241      +    no    1 0.49   0.1 1802.4         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_467, whole genome shotgun sequence
NW_026261163.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    10896     9088      -    no    1 0.49   0.1 1802.1         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261142.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     6211     4404      -    no    1 0.49   0.2 1801.7         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261103.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    16906    18715      +    no    1 0.49   0.1 1800.1         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261104.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     7764     5960      -    no    1 0.49   0.1 1790.1         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261072.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     9141    10951      +    no    1 0.49   0.2 1786.4         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261304.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     4864     6680      +    no    1 0.48   0.2 1771.6         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_523, whole genome shotgun sequence
NW_026261211.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     8639     6836      -    no    1 0.49   0.1 1764.5         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026261148.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     9183     7371      -    no    1 0.49   0.1 1758.7         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026260839.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831    47189    48996      +    no    1 0.46   7.4 1719.6         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_58, whole genome shotgun sequence
NW_026261150.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1757    17439    19173      +    3'    3 0.49   0.0 1689.3         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261216.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1658    13198    14830      +    3'    3 0.49   0.1 1623.5         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261297.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3420     5244      +    no    1 0.49   0.1 1614.1         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_516, whole genome shotgun sequence
NW_026261216.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831     3339     5170      +    no    1 0.49   0.5 1535.2         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261299.1       -         SSU_rRNA_eukarya     RF01960    cm      297     1831     7756     6245      -    5'    2 0.50   0.1 1523.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_518, whole genome shotgun sequence
NW_026260825.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1831   207834   210111      +    no    1 0.47   0.1 1394.8         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_44, whole genome shotgun sequence
NW_026261229.1       -         SSU_rRNA_eukarya     RF01960    cm      376     1831        1     1430      +    5'    2 0.50   0.1 1369.5         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261232.1       -         SSU_rRNA_eukarya     RF01960    cm      575     1831    13916    12684      -    5'    2 0.50   0.1 1208.5         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261310.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1273     1269        1      -    3'    3 0.47   0.1 1199.0         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_529, whole genome shotgun sequence
NW_026261072.1       -         SSU_rRNA_eukarya     RF01960    cm      684     1831        1     1127      +    5'    2 0.50   0.0 1124.1         0 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261163.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1073     1070        1      -    3'    3 0.47   0.0  948.6  8.9e-286 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261207.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1053     1050        1      -    3'    3 0.47   0.0  943.7  2.8e-284 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_426, whole genome shotgun sequence
NW_026261037.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1043    25741    26780      +    3'    3 0.47   0.0  922.9  6.3e-278 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261294.1       -         SSU_rRNA_eukarya     RF01960    cm        1     1041     1046        1      -    3'    3 0.47   0.0  853.0  1.5e-256 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_513, whole genome shotgun sequence
NW_026261270.1       -         SSU_rRNA_eukarya     RF01960    cm     1040     1831    11314    10551      -    5'    2 0.51   0.0  811.3  8.3e-244 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261313.1       -         SSU_rRNA_eukarya     RF01960    cm        1      927     3386     4310      +    3'    3 0.47   0.0  786.7  2.7e-236 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_532, whole genome shotgun sequence
NW_026261085.1       -         SSU_rRNA_eukarya     RF01960    cm        4     1116     9298     8239      -    no    1 0.43  10.1  783.0  3.7e-235 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_304, whole genome shotgun sequence
